codeIataAirport,airportName,codeIataCity,latitudeAirport,longitudeAirport,timezone,airportCity
LYO,Lyons-Rice County Municipal,LYO,38.35,-98.2,America/Chicago,Lyons
LYU,Ely,LYU,47.82389,-91.82917,America/Chicago,Ely
LZU,Gwinnett County Airport,LZU,34.08075,-84.07378,America/New_York,Lawrenceville
MAC,Smart,MCN,32.833332,-83.63333,America/New_York,Macon
MCN,Lewis B Wilson,MCN,32.70199,-83.64865,America/New_York,Macon
QMP,FlightLink Bus Station,MCN,32.8406946,-83.6324022,America/New_York,Macon
WRB,Robins AFB,MCN,32.695557,-83.64778,America/New_York,Macon
MAE,Madera,MAE,36.95,-120.066666,America/Los_Angeles,Madera
MAF,Midland International,MAF,31.937145,-102.20817,America/Chicago,Midland
MDD,Airpark,MAF,32,-102.05,America/Chicago,Midland
MAW,Malden,MAW,36.605556,-89.98889,America/Chicago,Malden
MBG,Mobridge,MBG,45.533333,-100.433334,America/Chicago,Mobridge
MBL,Blacker,MBL,44.273888,-86.253334,America/Detroit,Manistee
MBS,MBS International,MBS,43.53339,-84.090744,America/Detroit,Saginaw
MBY,Moberly,MBY,39.46389,-92.42667,America/Chicago,Moberly
MCB,Pike County,MCB,31.175556,-90.469444,America/Chicago,Mccomb
MCC,Mcclellan AFB,SAC,38.676224,-121.405945,America/Los_Angeles,Sacramento
MHR,Sacramento Mather Airport,SAC,38.05,-121.933334,America/Los_Angeles,Sacramento
SAC,Executive,SAC,38.05,-121.933334,America/Los_Angeles,Sacramento
SCK,Stockton Metropolitan Airport,SAC,37.894444,-121.23917,America/Los_Angeles,Sacramento
SMF,Sacramento International,SAC,38.692284,-121.5937,America/Los_Angeles,Sacramento
MCD,Mackinac Island,MCD,45.86667,-84.63333,America/Detroit,Mackinac Island
MCE,Merced Municipal Airport,MCE,37.28472,-120.51278,America/Los_Angeles,Merced
MER,Castle AFB,MCE,37.3,-120.48333,America/Los_Angeles,Merced
MCG,Mcgrath,MCG,62.97875,-155.65764,America/Anchorage,Mcgrath
MCK,Mccook,MCK,40.26389,-100.66805,America/Chicago,Mccook
MCL,Mt Mckinley,MCL,63.875973,-149.0064,America/Anchorage,Mount Mckinley
MCO,Orlando International,ORL,28.432177,-81.308304,America/New_York,Orlando
ORL,Orlando Executive,ORL,28.544167,-81.335556,America/New_York,Orlando
SFB,Orlando Sanford International,ORL,28.775118,-81.2432,America/New_York,Orlando
MCW,Mason City Municipal,MCW,43.156944,-93.329445,America/Chicago,Mason City
MDA,Martindale Army Heliport,SAT,29.416668,-98.5,America/Chicago,San Antonio
RND,Randolph AFB,SAT,29.416668,-98.5,America/Chicago,San Antonio
SAT,San Antonio International,SAT,29.524937,-98.47264,America/Chicago,San Antonio
SKF,Kelly AFB,SAT,29.416668,-98.5,America/Chicago,San Antonio
SSF,Stinson Municipalcipal,SAT,29.416668,-98.5,America/Chicago,San Antonio
MDF,Medford,MDF,45.15,-90.333336,America/Chicago,Medford
MDH,Southern Illinois,MDH,37.781387,-89.24694,America/Chicago,Carbondale
MDJ,City-county,MDJ,44.812305,-121.281,America/Los_Angeles,Madras
MDN,Jefferson Proving Grd,MDN,38.733334,-85.38333,America/Indiana/Indianapolis,Madison
MDO,Intermediate,MDO,59.453056,-146.3,America/Anchorage,Middleton Island
MDR,Medfra,MDR,63.106945,-154.71666,America/Anchorage,Medfra
MEI,Key Field,MEI,32.337223,-88.74917,America/Chicago,Meridian
MEJ,Meadville,MEJ,41.63333,-80.166664,America/New_York,Meadville
MEM,Memphis International,MEM,35.04458,-89.98226,America/Chicago,Memphis
NQA,Millington Regional Jetport,MEM,35.13333,-90.05,America/Chicago,Memphis
MEO,Dare County Regional,MEO,35.919167,-75.695274,America/New_York,Manteo
MEV,Douglas County,MEV,39,-119.75,America/Los_Angeles,Minden
MFD,Lahm Municipal,MFD,40.82,-82.51278,America/New_York,Mansfield
MFE,Mc Allen Miller International,MFE,26.181295,-98.23978,America/Chicago,Mc Allen
MFH,Mesquite,MFH,36.83611,-114.05861,America/Los_Angeles,Mesquite
MFI,Municipal,MFI,44.63389,-90.18667,America/Chicago,Marshfield
MFR,Rogue Valley International - Medford Airport,MFR,42.369026,-122.87312,America/Los_Angeles,Medford
MFV,Accomack County,MFV,37.63333,-75.78333,America/New_York,Melfa
MGC,Michigan City Airport,MGC,41.7,-86.816666,America/Chicago,Michigan City
MGE,Dobbins AFB,MGE,33.916668,-84.51667,America/New_York,Marietta
NCQ,Atlanta NAS,MGE,33.916668,-84.51667,America/New_York,Marietta
MGJ,Orange County,MGJ,41.516666,-74.26667,America/New_York,Montgomery
MGR,Moultrie Municipal,MGR,31.069445,-83.80278,America/New_York,Moultrie
MUL,Spence,MGR,31.183332,-83.78333,America/New_York,Moultrie
MGW,Morgantown,MGW,39.642776,-79.91583,America/New_York,Morgantown
MHE,Municipal,MHE,43.775276,-98.038055,America/Chicago,Mitchell
MHK,Municipal,MHK,39.142223,-96.66889,America/Chicago,Manhattan
MHL,Memorial Municipal,MHL,39.11667,-93.2,America/Chicago,Marshall
MHM,Intermediate,MHM,63.869167,-152.28583,America/Anchorage,Minchumina
MHN,Mullen,MHN,42.05,-101.01667,America/Denver,Mullen
MHS,Rep,MHS,41.316666,-122.316666,America/Los_Angeles,Mount Shasta
MHT,Manchester-boston Regional Airport,MHT,42.92786,-71.43844,America/New_York,Manchester
MHV,Kern County,MHV,35.066666,-118.15,America/Los_Angeles,Mojave
MIB,Minot AFB,MOT,48.233334,-101.3,America/Chicago,Minot
MOT,International,MOT,48.259724,-101.28083,America/Chicago,Minot
MIE,Delaware County,MIE,40.239723,-85.39445,America/Indiana/Indianapolis,Muncie
MIF,Roy Hurd Memorial,MIF,31.6,-102.9,America/Chicago,Monahans
MIO,Miami,MIO,36.88333,-94.9,America/Chicago,Miami
MIQ,Simón Bolívar International,OMA,41.301945,-95.89445,America/Chicago,Omaha
OMA,Eppley Airfield,OMA,41.29957,-95.89972,America/Chicago,Omaha
MIT,Kern County,MIT,35.5,-119.26667,America/Los_Angeles,Shafter
MIV,Millville,MIV,39.4,-75.03333,America/New_York,Millville
MIW,Municipal,MIW,42.166668,-92.916664,America/Chicago,Marshalltown
MJQ,Jackson,MJQ,43.61667,-95.01667,America/Chicago,Jackson
MJX,Robert J. Miller,MJX,39.966667,-74.2,America/New_York,Toms River
MKE,General Mitchell International,MKE,42.948093,-87.90267,America/Chicago,Milwaukee
MWC,Lawrence J Timmerman,MKE,43.033333,-87.916664,America/Chicago,Milwaukee
ZML,Milwaukee General Mitchell,MKE,43.0387949,-87.9065334,America/Chicago,Milwaukee
MKF,Mckenna AAF,CSG,32.466667,-84.98333,America/New_York,Columbus
MKG,Muskegon,MKG,43.170555,-86.2375,America/Detroit,Muskegon
MKK,Molokai,MKK,21.152779,-157.1,Pacific/Honolulu,Hoolehua
MKL,Mc Kellar-Sipes Regional,MKL,35.60139,-88.915276,America/Chicago,Jackson
MKO,Davis Field,MKO,35.660557,-95.36667,America/Chicago,Muskogee
MLB,Melbourne International Airport,MLB,28.1025,-80.63028,America/New_York,Melbourne
MLC,Mc Alester,MLC,34.88028,-95.785,America/Chicago,Mc Alester
MLD,Malad City,MLD,42.2,-112.45,America/Boise,Malad City
MLF,Milford,MLF,38.433334,-113.01667,America/Denver,Milford
MLI,Quad-City,MLI,41.453896,-90.50611,America/Chicago,Moline
MLJ,Baldwin County,MLJ,33.083332,-83.23333,America/New_York,Milledgeville
MLK,Malta,MLK,48.494415,-107.9095,America/Denver,Malta
MLL,Marshall,MLL,61.865833,-162.0689,America/Anchorage,Marshall
MLS,Municipal,MLS,46.430557,-105.880554,America/Denver,Miles City
MLT,Millinocket,MLT,45.65,-68.71667,America/New_York,Millinocket
MLU,Municipal,MLU,32.51184,-92.043655,America/Chicago,Monroe
MLY,Manley Hot Springs,MLY,64.996666,-150.64305,America/Anchorage,Manley Hot Springs
MMH,Mammoth Lakes,MMH,37.63111,-118.85139,America/Los_Angeles,Mammoth Lakes
MMI,McMinn County,MMI,35.52303,-84.6757,America/New_York,Athens
MML,Municipal-Ryan Field,MML,44.447224,-95.8175,America/Chicago,Marshall
MMN,Minute Man Airfield,MMN,42.433334,-71.5,America/New_York,Stow
MMS,Selfs,MMS,34.266666,-90.26667,America/Chicago,Marks
MMU,Municipal,MMU,40.799168,-74.41583,America/New_York,Morristown
MNM,Menominee,MNM,45.121666,-87.63611,America/Menominee,Menominee
MNN,Municipal,MNN,40.583332,-83.13333,America/New_York,Marion
MNT,Minto,MNT,64.895,-149.17084,America/Anchorage,Minto
MNZ,Manassas Regional Airport/Harry P. Davis Field,MNZ,38.721943,-77.51806,America/New_York,Manassas
MOD,Municipal,MOD,37.626945,-120.95528,America/Los_Angeles,Modesto
MOP,Municipal,MOP,43.61667,-84.73333,America/Detroit,Mount Pleasant
MOR,Moore-Murrell,MOR,36.216667,-83.3,America/New_York,Morristown
MOS,Intermediate,MOS,64.69556,-162.04333,America/Anchorage,Moses Point
MOU,Mountain Village,MOU,62.089443,-163.71666,America/Anchorage,Mountain Village
MOX,Municipal,MOX,45.583332,-95.916664,America/Chicago,Morris
MPJ,Petit Jean Park,MPJ,35.15,-92.73333,America/Chicago,Morrilton
MPO,Mt Pocono,MPO,41.13333,-75.36667,America/New_York,Mount Pocono
MPR,Mcpherson,MPR,38.37436,-97.763306,America/Chicago,Mcpherson
MPS,Mount Pleasant,MPS,33.166668,-94.98333,America/Chicago,Mount Pleasant
MPV,Edward F Knapp State,MPV,44.203335,-72.566666,America/New_York,Montpelier
MPZ,Municipal,MPZ,40.966667,-91.55,America/Chicago,Mount Pleasant
MQB,Municipal,MQB,40.4525,-90.62139,America/Chicago,Macomb
MQI,Quincy,MQI,42.25,-71,America/New_York,Quincy
MQT,Sawyer International,MQT,46.35361,-87.39528,America/Detroit,Marquette
MQW,Telfair-Wheeler,MQW,32.20778,-83.000275,America/New_York,Mc Rae
MQY,Smyrna,MQY,35.983334,-86.5,America/Chicago,Smyrna
MRB,Eastern Wv Regional Airport/Shepherd Field,MRB,39.40167,-77.985,America/New_York,Martinsburg
MRC,Maury County,MRC,35.61667,-87.03333,America/Chicago,Columbia
MRF,Municipal,MRF,30.3,-104.01667,America/Chicago,Marfa
MRK,Marco Island,MRK,25.944445,-81.72389,America/New_York,Marco Island
MRN,Lenoir,MRN,35.75,-81.683334,America/New_York,Morganton
MRY,Monterey Peninsula,MRY,36.587296,-121.850815,America/Los_Angeles,Monterey
OAR,Marina Municipal,MRY,36.61667,-121.916664,America/Los_Angeles,Monterey
MSC,Falcon Field,MSC,33.416668,-111.833336,America/Phoenix,Mesa
ZBS,Mesa Bus Station,MSC,38.274376,114.69443,America/Phoenix,Mesa
MSD,Mt Pleasant,MSD,39.524723,-111.47444,America/Denver,Mount Pleasant
MSL,Sheffield,MSL,34.74861,-87.61611,America/Chicago,Sheffield
MSN,Dane County Regional,MSN,43.136375,-89.3465,America/Chicago,Madison
MSO,Missoula International,MSO,46.918964,-114.08321,America/Denver,Missoula
MSS,Richards Field,MSS,44.93778,-74.846664,America/New_York,Massena
MSV,Sullivan County International,MSV,41.70139,-74.795,America/New_York,Monticello
MSY,Louis Armstrong New Orléans International Airport,MSY,29.984564,-90.25639,America/Chicago,New Orleans
NBG,NAS/Alvin Callendar,MSY,29.833332,-90.03333,America/Chicago,New Orleans
NEW,Lakefront,MSY,30.039444,-90.026665,America/Chicago,New Orleans
MTC,Selfridge ANGB,MTC,42.583332,-82.88333,America/Detroit,Mt Clemens
NFB,Detroit NAF,MTC,42.966667,-82.96667,America/Detroit,Mt Clemens
MTH,The Florida Keys Marathon,MTH,24.719444,-81.05139,America/New_York,Marathon
MTJ,Montrose Regional Airport,MTJ,38.51029,-107.89696,America/Denver,Montrose
MTM,SPB,MTM,55.13333,-131.58333,America/Metlakatla,Metlakatla
MTO,Coles County Memorial,MTO,39.47861,-88.278336,America/Chicago,Mattoon
MTP,Montauk Airport,MTP,41.074444,-71.923615,America/New_York,Montauk
MTW,Municipal,MTW,44.129723,-87.68222,America/Chicago,Manitowoc
MUE,Kamuela,MUE,20.0125,-155.67334,Pacific/Honolulu,Kamuela
MUI,Muir AAF,MUI,40.447582,-76.59661,America/New_York,Fort Indiantown
MUO,Mountain Home AFB,MUO,43.13333,-115.683334,America/Boise,Mountain Home
MUT,Muscatine,MUT,41.36667,-91.145,America/Chicago,Muscatine
MUU,Mount Union,MUU,40.38333,-77.88333,America/New_York,Mount Union
MUV,Mustin Alf,PHL,39.868057,-75.24861,America/New_York,Philadelphia
PHL,Philadelphia International,PHL,39.87641,-75.2433,America/New_York,Philadelphia
PNE,North Philadelphia,PHL,40.080276,-75.0125,America/New_York,Philadelphia
PSQ,SPB,PHL,39.868057,-75.24861,America/New_York,Philadelphia
TTN,Trenton Mercer Airport,PHL,40.278057,-74.8125,America/New_York,Philadelphia
ZFV,Philadelphia Railway Station,PHL,-1,-1,America/New_York,Philadelphia
ZHC,N Philadelphia RailwaySt,PHL,34.52752,113.84024,America/New_York,Philadelphia
ZTN,Trenton RailwaySTN,PHL,39.952335,-75.163789,America/New_York,Philadelphia
MVC,Monroe - Walton County,MVC,31.516666,-87.333336,America/Chicago,Monroeville
MVE,Montevideo-Chippewa,MVE,44.95,-95.71667,America/Chicago,Montevideo
MVL,Morrisville-Stowe,MVL,44.566666,-72.6,America/New_York,Stowe
MVM,Monument Valley,MVM,36.702778,-110.23333,America/Shiprock,Kayenta
MVN,Mt Vernon-Outland,MVN,38.323055,-88.85861,America/Chicago,Mount Vernon
MVW,Skagit Regional,MVW,48.416668,-122.333336,America/Los_Angeles,Mount Vernon
MVY,Martha's Vineyard,MVY,41.389336,-70.61182,America/New_York,Vineyard Haven
MWA,Williamson County,MWA,37.751945,-89.01639,America/Chicago,Marion
MWM,Windom Municipal,MWM,43.916668,-95.1,America/Chicago,Windom
MWO,Hook Field,MWO,39.516666,-84.4,America/New_York,Middletown
MWS,Mount Wilson,MWS,34.216667,-118.066666,America/Los_Angeles,Mount Wilson
MXA,Municipal,MXA,35.88333,-90.183334,America/Chicago,Manila
MXC,San Juan County,MXC,37.88333,-109.36667,America/Denver,Monticello
MXE,Maxton,MXE,34.716667,-79.333336,America/New_York,Maxton
MXG,Marlborough,MXG,42.333332,-71.55,America/New_York,Marlborough
MXO,Municipal,MXO,42.25,-91.2,America/Chicago,Monticello
MXY,Mccarthy,MXY,61.47061,-142.93736,America/Anchorage,Mccarthy
MYH,Marble Canyon,MYH,36.8125,-111.645836,America/Phoenix,Marble Canyon
MYK,May Creek,MYK,61.416668,-142.91667,America/Anchorage,May Creek
MYL,Mccall,MYL,44.916668,-116.1,America/Boise,Mccall
MYU,Ellis Field,MYU,60.37278,-166.26805,America/Anchorage,Mekoryuk
MZJ,Marana,MZJ,32.516666,-111.333336,America/Phoenix,Marana
MZZ,Marion,MZZ,40.490833,-85.67944,America/Indiana/Indianapolis,Marion
NAX,Kalaeloa John Rodgers Field,NAX,21.3,-158.11667,Pacific/Honolulu,Kapolei
NBU,NAS,NBU,39.55,-107.316666,America/Chicago,Glenview
NCN,New Chenega,NCN,60.07831,-147.99773,America/Anchorage,New Chenega
NCO,NAS,NCO,41,-71,America/New_York,Quonset Point
NDP,Ellyson NAS,PNS,30.4725,-87.18833,America/Chicago,Pensacola
NPA,Pensacola NAS,PNS,30.416668,-87.21667,America/Chicago,Pensacola
NUN,Saufley NAS,PNS,30.4725,-87.18833,America/Chicago,Pensacola
PNS,Regional,PNS,30.475943,-87.19416,America/Chicago,Pensacola
NDV,USN Heliport,NDV,38.86667,-77,America/New_York,Anacostia
NEA,Brunswick Golden Isles,NEA,31.25,-81.46667,America/New_York,Glynco
NEL,Naec,NEL,40.016666,-74.316666,America/New_York,Lakehurst
NEN,Olf Usn,NEN,30.316668,-81.85,America/New_York,Whitehouse
NGU,NAS Chambers,ORF,35.833332,-76.28333,America/New_York,Norfolk
ORF,Norfolk International Airport,ORF,36.898582,-76.20629,America/New_York,Norfolk
NHK,Patuxent River NAS,NHK,38.3,-76.433334,America/New_York,Patuxent River
NHX,Barin Olf Osn,NHX,30.4,-87.683334,America/Chicago,Foley
NHZ,NAS,NHZ,43.916668,-69.96667,America/New_York,Brunswick
NIB,Nikolai,NIB,63.016666,-154.38333,America/Anchorage,Nikolai
NIE,Niblack,NIE,55.066666,-132.15,America/Anchorage,Niblack
NIN,Ninilchik,NIN,60.066666,-151.73334,America/Anchorage,Ninilchik
NIR,Chase Field NAS,NIR,28.4,-97.75,America/Chicago,Beeville
NKI,Naukiti,NKI,55.36667,-133.21666,America/Anchorage,Naukiti
NKV,Nichen Cove,NKV,55.85,-133.21666,America/Anchorage,Nichen Cove
NLC,Lemoore NAS (Reeves Field),NLC,36.3,-119.76667,America/Los_Angeles,Lemoore
NLE,Jerry Tyler Memorial,NLE,41.841667,-86.225,America/Detroit,Niles
NLG,Nelson Lagoon,NLG,56.00139,-161.1525,America/Anchorage,Nelson Lagoon
NLN,Kneeland,NLN,40.7193,-123.9282,America/Los_Angeles,Kneeland
NME,Nightmute,NME,60.471046,-164.70084,America/Anchorage,Nightmute
NNK,Naknek,NNK,58.733334,-157.01694,America/Anchorage,Naknek
NNL,Nondalton,NNL,59.978527,-154.83777,America/Anchorage,Nondalton
NOL,Nakolik River,NOL,67.9,-160.71666,America/Anchorage,Nakolik River
NOT,Novato,NOT,38.143333,-122.55583,America/Los_Angeles,Novato
NPH,Nephi,NPH,39.738888,-111.870834,America/Denver,Nephi
NPT,State,NPT,41.530834,-71.2825,America/New_York,Newport
NQI,NAS,NQI,27.516666,-97.86667,America/Chicago,Kingsville
NRB,Ns,NRB,30.333332,-81.65,America/Chicago,Mayport
NRI,Shangri-la,NRI,35.166668,-99.833336,America/Chicago,Shangri-la
NRS,NAS,NRS,32.837223,-115.57472,America/Los_Angeles,Imperial Beach
NSE,Whiting Field NAS,NSE,30.633333,-87.05,America/Chicago,Milton
NSL,Slayton Municipal,NSL,43.98774,-95.75585,America/Chicago,Slayton
NTD,Point Mugu NAS (Naval Base Ventura County,NTD,34.15,-119.2,America/Los_Angeles,Port Hueneme
NTJ,Manti-Ephraim,NTJ,39.266666,-111.63333,America/Denver,Manti
NTU,NAS,NTU,36.816666,-76.03333,America/New_York,Oceana
NUI,Nuiqsut,NUI,70.209724,-151.00555,America/Anchorage,Nuiqsut
NUL,Nulato,NUL,64.727776,-158.07666,America/Anchorage,Nulato
NUP,Nunapitchuk,NUP,60.894444,-162.46666,America/Anchorage,Nunapitchuk
NUQ,Moffett Field,NUQ,37.38333,-122.083336,America/Los_Angeles,Mountain View
NUW,Whidbey Island NAS (Ault Field),NUW,48.351944,-122.65583,America/Los_Angeles,Whidbey Island
NVD,Nevada,NVD,37.85139,-94.30389,America/Chicago,Nevada
NVN,Nervino,NVN,39.82018,-120.37882,America/Los_Angeles,Beckwourth
NWH,Parlin Field,NWH,43.36667,-72.166664,America/New_York,Newport
NXX,Willow Grove NAS,NXX,40.2,-75.13333,America/New_York,Willow Grove
NYG,Quantico NAS,NYG,38.516666,-77.28333,America/New_York,Quantico
NZW,South Weymouth,NZW,42.166668,-70.933334,America/New_York,South Weymouth
OAJ,Albert J Ellis,OAJ,34.83044,-77.605835,America/New_York,Jacksonville
OBE,County,OBE,27.25,-80.833336,America/New_York,Okeechobee
OBT,Oakland/Coliseum Stat,OBT,39.4,-79.416664,America/New_York,Oakland
OBU,Kobuk/Wien,OBU,66.91055,-156.88333,America/Anchorage,Kobuk
OCA,Ocean Reef,OCA,25.325277,-80.27472,America/New_York,Ocean Reef
OCE,Municipal,OCE,38.316666,-75.11667,America/New_York,Ocean City
OCF,Taylor Field,OCF,29.175556,-82.226944,America/New_York,Ocala
OCI,Oceanic,OCI,60.25,-147.86667,America/Anchorage,Oceanic
OCN,Municipal,OCN,33.218613,-117.35333,America/Los_Angeles,Oceanside
OCW,Warren Field,OCW,35.55,-77.05,America/New_York,Washington
ODC,Oakdale,ODC,37.75691,-120.79951,America/Los_Angeles,Oakdale
ODW,Oak Harbor,ODW,48.25139,-122.68611,America/Los_Angeles,Oak Harbor
OEA,Oneal,OEA,38.683334,-87.53333,America/Indiana/Vincennes,Vincennes
OEO,Municipal,OEO,45.3,-92.7,America/Chicago,Osceola
OFK,Stefan Field,OFK,41.984165,-97.434166,America/Chicago,Norfolk
OGA,Searle Field,OGA,41.13333,-101.71667,America/Denver,Ogallala
OGB,Municipal,OGB,33.5,-80.86667,America/New_York,Orangeburg
OGG,Kahului,OGG,20.892883,-156.43863,Pacific/Honolulu,Maui
OGS,Ogdensburg,OGS,44.681667,-75.465836,America/New_York,Ogdensburg
OHC,AFS,OHC,63.32639,-168.96889,America/Anchorage,Northeast Cape
OIC,Eaton,OIC,42.533333,-75.53333,America/New_York,Norwich
OKC,Will Rogers World Airport,OKC,35.39563,-97.59609,America/Chicago,Oklahoma City
PWA,Wiley Post,OKC,35.466667,-97.53333,America/Chicago,Oklahoma City
TIK,Tinker AFB,OKC,35.416668,-97.38333,America/Chicago,Oklahoma City
OKK,Kokomo,OKK,40.52972,-86.05806,America/Indiana/Indianapolis,Kokomo
OKM,Okmulgee,OKM,35.61667,-95.96667,America/Chicago,Okmulgee
OKS,Oshkosh,OKS,41.4,-102.35,America/Chicago,Oshkosh
OLD,Old Town,OLD,44.933334,-68.65,America/New_York,Old Town
OLE,Municipal,OLE,42.240833,-78.37666,America/New_York,Olean
OLF,International,OLF,48.094723,-105.56639,America/Denver,Wolf Point
OLH,Old Harbor SPB,OLH,57.204166,-153.3,America/Anchorage,Old Harbor
OLM,Olympia,OLM,46.97361,-122.903336,America/Los_Angeles,Olympia
OLS,International,OLS,31.416668,-110.85,America/Phoenix,Nogales
OLU,Columbus Municipal,OLU,41.447224,-97.34167,America/Chicago,Columbus
OLV,Olive Branch Airport,OLV,34.966667,-89.833336,America/Chicago,Olive Branch
OLY,Olney-Noble,OLY,38.716667,-88.083336,America/Chicago,Olney
OME,Nome,OME,64.51139,-165.44167,America/Nome,Nome
OMK,Municipal,OMK,48.416668,-119.51667,America/Los_Angeles,Omak
ONA,Municipal,ONA,44.076668,-91.70611,America/Chicago,Winona
ONH,Municipal,ONH,42.482777,-75.00056,America/New_York,Oneonta
ONL,Municipal,ONL,42.45,-98.65,America/Chicago,Oneill
ONM,Socorro,ONM,34.066666,-106.9,America/Denver,Socorro
ONN,Onion Bay,ONN,58.233334,-152.83333,America/Anchorage,Onion Bay
ONO,Ontario Municipal Airport,ONO,44.022778,-117.013885,America/Boise,Ontario
ONP,Newport,ONP,44.63333,-124.05,America/Los_Angeles,Newport
ONY,Olney,ONY,33.36667,-98.75,America/Chicago,Olney
OOA,Municipal,OOA,41.3,-92.65,America/Chicago,Oskaloosa
OOK,Toksook Bay,OOK,60.531944,-165.10834,America/Anchorage,Toksook Bay
OPL,St Landry Parish,OPL,30.533333,-92.083336,America/Chicago,Opelousas
ORH,Worcester Regional Airport,ORH,42.26917,-71.87444,America/New_York,Worcester
ORI,Port Lions SPB,ORI,57.886112,-152.84389,America/Anchorage,Port Lions
ORQ,Heliport,ORQ,41.11667,-73.36667,America/New_York,Norwalk
ORT,Northway,ORT,62.961945,-141.92389,America/Anchorage,Northway
ORV,Curtis Memorial,ORV,66.82917,-161.0236,America/Anchorage,Noorvik
OSB,Osage Beach,OSB,38.11437,-92.68217,America/Chicago,Osage Beach
OSC,Wurtsmith AFB,OSC,44.433334,-83.333336,America/Detroit,Oscoda
OSH,Wittman Field,OSH,43.98389,-88.556946,America/Chicago,Oshkosh
OSX,Attala County,OSX,33.066666,-89.583336,America/Chicago,Kosciusko
OTG,Worthington,OTG,43.65222,-95.58361,America/Chicago,Worthington
OTH,North Bend,OTH,43.418888,-124.24,America/Los_Angeles,North Bend
OTK,Tillamook,OTK,45.45622,-123.84401,America/Los_Angeles,Tillamook
OTM,Industrial,OTM,41.106388,-92.449165,America/Chicago,Ottumwa
OTN,Green,OTN,38.86667,-87.45,America/Indiana/Vincennes,Oaktown
OTO,Vor,OTO,35.066666,-105.933334,America/Denver,Otto
OTS,Anacortes,OTS,48.49917,-122.66111,America/Los_Angeles,Anacortes
OTZ,Kotzebue,OTZ,66.888054,-162.60583,America/Nome,Kotzebue
OUN,Max Westheimer,OUN,35.216667,-97.433334,America/Chicago,Norman
OVE,Oroville,OVE,39.5,-121.61667,America/Los_Angeles,Oroville
OWA,Owatonna,OWA,44.1,-93.166664,America/Chicago,Owatonna
OWB,Daviess County,OWB,37.740833,-87.16583,America/Chicago,Owensboro
OWD,Memorial,OWD,42,-71,America/New_York,Norwood
OWK,Central Maine Airport of Norridgewock,OWK,44.716667,-69.8,America/New_York,Norridgewock
OXC,Waterbury-oxford,OXC,41.479168,-73.13639,America/New_York,Oxford
OXD,Miami University,OXD,39.86028,-84.76111,America/New_York,Oxford
OXR,Ventura,OXR,34.20111,-119.20639,America/Los_Angeles,Ventura
OYS,Yosemite Ntl Park,OYS,37.85,-119.55,America/Los_Angeles,Yosemite
OZA,Ozona Municipalcipal,OZA,30.716667,-101.21667,America/Chicago,Ozona
PAE,Snohomish County - Paine Field,PAE,47.90972,-122.28445,America/Los_Angeles,Everett
PAH,Barkley Regional,PAH,37.06111,-88.7725,America/Chicago,Paducah
PAK,Port Allen,PAK,21.933332,-159.61667,Pacific/Honolulu,Hanapepe
PAO,Palo Alto,PAO,37.460835,-122.11389,America/Los_Angeles,Palo Alto
PAQ,Palmer Municipalcipal,PAQ,61.6,-149.11667,America/Anchorage,Palmer
PBF,Grider Field,PBF,34.175556,-91.935555,America/Chicago,Pine Bluff
PBG,Plattsburgh International,PBG,44.7,-73.48333,America/New_York,Plattsburgh
PBK,Pack Creek,PBK,57.8,-134.7,America/Anchorage,Pack Creek
PCA,Portage Creek,PCA,58.90139,-157.70195,America/Anchorage,Portage Creek
PCD,Prairie du Chien Municipal Airport,PCD,43.016666,-91.11667,America/Chicago,Prairie Du Chien
PCE,Painter Creek,PCE,57.164165,-157.43306,America/Anchorage,Painter Creek
PCK,Porcupine Creek,PCK,67.22889,-150.28334,America/Anchorage,Porcupine Creek
PCT,Princeton,PCT,40.35,-74.65,America/New_York,Princeton
ZTJ,Princeton JT Railway,PCT,40.3487181,-74.6590472,America/New_York,Princeton
PCU,Pearl River County,PCU,30.433332,-89.683334,America/Chicago,Picayune
PDB,Pedro Bay,PDB,59.783333,-154.11667,America/Anchorage,Pedro Bay
PDT,Pendleton,PDT,45.698334,-118.83611,America/Los_Angeles,Pendleton
PDX,Portland International,PDX,45.588997,-122.5929,America/Los_Angeles,Portland
PEC,Pelican SPB,PEC,57.95,-136.23334,America/Anchorage,Pelican
PEQ,Pecos City,PEQ,31.433332,-103.5,America/Chicago,Pecos City
PFA,Paf Warren,PFA,58.666668,-156.83333,America/Anchorage,Paf Warren
PFC,Pacific City State,PFC,45.233334,-123.95,America/Los_Angeles,Pacific City
PFD,Port Frederick,PFD,57.95,-135.65,America/Anchorage,Port Frederick
PGA,Page,PGA,36.926388,-111.44722,America/Phoenix,Page
PGC,Grant County,PGC,39,-79.11667,America/New_York,Petersburg
PGD,Charlotte County,PGD,26.919167,-81.99139,America/New_York,Punta Gorda
PGL,Jackson County,PGL,30.383333,-88.51667,America/Chicago,Pascagoula
PGM,Port Graham,PGM,59.35,-151.83333,America/Anchorage,Port Graham
PGO,Stevens Field,PGO,37.268612,-107.050835,America/Denver,Pagosa Springs
PGR,Paragould Kirk Field,PGR,36.033333,-90.5,America/Chicago,Paragould
PGS,Peach Springs,PGS,35.533333,-113.416664,America/Phoenix,Peach Springs
PGV,Pitt-Greenville,PGV,35.63333,-77.38528,America/New_York,Greenville
PHD,Harry Clever Field,PHD,40.5,-81.45,America/New_York,New Philadelphia
